Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Branham-Kirk",March 2012,$230K,-32.8%,-43.6%,3,-50%,50%,6,100%,-14.3%,1,0%,-80%,19,-2,-44,101.3%,-0.7%,4%
"San Jose, CA - Branham-Kirk",April 2012,$265K,15.3%,-36.1%,4,33.3%,-20%,7,16.7%,-30%,1,0%,-85.7%,14,-6,-8,110.5%,9.2%,12.8%
"San Jose, CA - Branham-Kirk",May 2012,$301K,13.3%,-30.5%,5,25%,-16.7%,7,0%,-41.7%,1,0%,-83.3%,8,-6,-23,110.6%,0.1%,13.2%
"San Jose, CA - Branham-Kirk",June 2012,$484K,60.9%,3.3%,8,60%,-11.1%,7,0%,-36.4%,1,0%,-80%,10,2,-12,108.6%,-2%,10.1%
"San Jose, CA - Branham-Kirk",July 2012,$367K,-24.1%,-20%,9,12.5%,12.5%,12,71.4%,9.1%,5,400%,0%,9,-1,-10,104.3%,-4.2%,5.4%
"San Jose, CA - Branham-Kirk",August 2012,$637K,73.7%,50.1%,8,-11.1%,-33.3%,13,8.3%,44.4%,3,-40%,-25%,10,1,-7,105.2%,0.9%,5.5%
"San Jose, CA - Branham-Kirk",September 2012,$661K,3.7%,96%,9,12.5%,-10%,12,-7.7%,50%,4,33.3%,33.3%,9,-1,-8,106.4%,1.1%,6.5%
"San Jose, CA - Branham-Kirk",October 2012,$747K,12.9%,20.4%,10,11.1%,11.1%,8,-33.3%,33.3%,,,,10,1,-9,104%,-2.4%,4.1%
"San Jose, CA - Branham-Kirk",November 2012,$430K,-42.4%,-36.9%,14,40%,180%,10,25%,100%,1,,0%,11,2,-15,102.9%,-1.1%,3.7%
"San Jose, CA - Branham-Kirk",December 2012,$410K,-4.7%,-39.8%,13,-7.1%,85.7%,10,0%,100%,1,0%,0%,11,-1,-16,105.1%,2.2%,4.2%
"San Jose, CA - Branham-Kirk",January 2013,$424K,3.4%,2.2%,14,7.7%,180%,10,0%,233.3%,2,100%,,12,2,-14,106.4%,1.3%,5.1%
"San Jose, CA - Branham-Kirk",February 2013,$445K,5%,29.9%,11,-21.4%,83.3%,9,-10%,200%,3,50%,200%,12,0,-9,109.4%,3.1%,7.3%
"San Jose, CA - Branham-Kirk",March 2013,$785K,76.4%,241.3%,9,-18.2%,200%,6,-33.3%,0%,,,,12,0,-7,107.1%,-2.3%,5.8%
"San Jose, CA - Branham-Kirk",April 2013,$613K,-22%,130.9%,6,-33.3%,50%,4,-33.3%,-42.9%,1,,0%,12,0,-2,108.6%,1.5%,-1.9%
"San Jose, CA - Branham-Kirk",May 2013,$850K,38.8%,182.9%,3,-50%,-40%,3,-25%,-57.1%,1,0%,0%,12,0,4,106.3%,-2.3%,-4.3%
"San Jose, CA - Branham-Kirk",June 2013,$668K,-21.5%,38.1%,2,-33.3%,-75%,9,200%,28.6%,3,200%,200%,22,10,12,108.9%,2.6%,0.3%
"San Jose, CA - Branham-Kirk",July 2013,$538K,-19.5%,46.5%,6,200%,-33.3%,14,55.6%,16.7%,5,66.7%,0%,11,-11,2,112%,3.1%,7.7%
"San Jose, CA - Branham-Kirk",August 2013,$538K,0%,-15.7%,10,66.7%,25%,14,0%,7.7%,4,-20%,33.3%,12,1,2,108.6%,-3.5%,3.4%
"San Jose, CA - Branham-Kirk",September 2013,$520K,-3.3%,-21.3%,11,10%,22.2%,16,14.3%,33.3%,7,75%,75%,11,-1,2,106.7%,-1.9%,0.3%
"San Jose, CA - Branham-Kirk",October 2013,$543K,4.4%,-27.3%,12,9.1%,20%,11,-31.3%,37.5%,2,-71.4%,,11,0,2,102.2%,-4.5%,-1.7%
"San Jose, CA - Branham-Kirk",November 2013,$456K,-16%,6%,13,8.3%,-7.1%,10,-9.1%,0%,1,-50%,0%,11,0,0,101.3%,-0.9%,-1.6%
"San Jose, CA - Branham-Kirk",December 2013,$630K,38.2%,53.7%,13,0%,0%,3,-70%,-70%,1,0%,0%,27,16,17,100.7%,-0.6%,-4.4%
"San Jose, CA - Branham-Kirk",January 2014,$650K,3.2%,53.3%,7,-46.2%,-50%,5,66.7%,-50%,1,0%,-50%,72,45,60,99.9%,-0.8%,-6.5%
"San Jose, CA - Branham-Kirk",February 2014,$765K,17.7%,71.9%,3,-57.1%,-72.7%,7,40%,-22.2%,1,0%,-66.7%,76,4,64,99.2%,-0.7%,-10.3%
"San Jose, CA - Branham-Kirk",March 2014,$765K,0%,-2.5%,3,0%,-66.7%,9,28.6%,50%,1,0%,,8,-68,-4,109%,9.9%,1.9%
"San Jose, CA - Branham-Kirk",April 2014,$603K,-21.2%,-1.6%,10,233.3%,66.7%,8,-11.1%,100%,1,0%,0%,8,0,-4,106.4%,-2.7%,-2.2%
"San Jose, CA - Branham-Kirk",May 2014,$517K,-14.2%,-39.2%,10,0%,233.3%,6,-25%,100%,,,,8,0,-4,106.4%,0%,0%
"San Jose, CA - Branham-Kirk",June 2014,$449K,-13.2%,-32.8%,10,0%,400%,7,16.7%,-22.2%,1,,-66.7%,9,1,-13,103.6%,-2.8%,-5.3%
"San Jose, CA - Branham-Kirk",July 2014,$504K,12.4%,-6.2%,6,-40%,0%,9,28.6%,-35.7%,1,0%,-80%,10,2,-1,100.7%,-2.9%,-11.3%
"San Jose, CA - Branham-Kirk",August 2014,$755K,49.8%,40.5%,9,50%,-10%,10,11.1%,-28.6%,,,,10,0,-2,102.9%,2.2%,-5.6%
"San Jose, CA - Branham-Kirk",September 2014,$724K,-4.1%,39.2%,10,11.1%,-9.1%,9,-10%,-43.8%,3,,-57.1%,10,-1,-2,104.3%,1.3%,-2.4%
"San Jose, CA - Branham-Kirk",October 2014,$950K,31.2%,75%,9,-10%,-25%,7,-22.2%,-36.4%,,,,10,1,-1,105.5%,1.2%,3.3%
"San Jose, CA - Branham-Kirk",November 2014,$693K,-27.1%,51.9%,8,-11.1%,-38.5%,8,14.3%,-20%,,,,10,0,-1,107.2%,1.7%,5.9%
"San Jose, CA - Branham-Kirk",December 2014,$935K,35%,48.4%,7,-12.5%,-46.2%,7,-12.5%,133.3%,1,,0%,10,0,-17,110.4%,3.2%,9.7%
"San Jose, CA - Branham-Kirk",January 2015,$869K,-7.1%,33.7%,6,-14.3%,-14.3%,8,14.3%,60%,2,100%,100%,8,-3,-65,109.8%,-0.6%,9.9%
"San Jose, CA - Branham-Kirk",February 2015,$803K,-7.6%,5%,5,-16.7%,66.7%,7,-12.5%,0%,2,0%,100%,6,-2,-70,114%,4.2%,14.8%
"San Jose, CA - Branham-Kirk",March 2015,$515K,-35.9%,-32.7%,8,60%,166.7%,6,-14.3%,-33.3%,1,-50%,0%,10,4,2,114.7%,0.7%,5.7%
"San Jose, CA - Branham-Kirk",April 2015,$540K,4.9%,-10.4%,8,0%,-20%,5,-16.7%,-37.5%,,,,10,1,2,116.6%,1.9%,10.2%
"San Jose, CA - Branham-Kirk",May 2015,$900K,66.7%,74.1%,9,12.5%,-10%,9,80%,50%,2,,,9,-1,1,116.9%,0.2%,10.5%
"San Jose, CA - Branham-Kirk",June 2015,"$1,069K",18.8%,138.4%,8,-11.1%,-20%,10,11.1%,42.9%,1,-50%,0%,9,0,1,116.6%,-0.3%,13%
"San Jose, CA - Branham-Kirk",July 2015,"$1,122K",5%,122.6%,9,12.5%,50%,13,30%,44.4%,3,200%,200%,9,0,-1,115.1%,-1.5%,14.4%
"San Jose, CA - Branham-Kirk",August 2015,$821K,-26.9%,8.7%,10,11.1%,11.1%,11,-15.4%,10%,4,33.3%,,13,4,3,108.7%,-6.4%,5.7%
"San Jose, CA - Branham-Kirk",September 2015,$625K,-23.8%,-13.7%,11,10%,10%,11,0%,22.2%,2,-50%,-33.3%,21,8,12,104.7%,-4%,0.4%
"San Jose, CA - Branham-Kirk",October 2015,$584K,-6.6%,-38.5%,10,-9.1%,11.1%,8,-27.3%,14.3%,2,0%,,25,4,15,104.8%,0.1%,-0.7%
"San Jose, CA - Branham-Kirk",November 2015,$608K,4%,-12.3%,8,-20%,0%,4,-50%,-50%,,,,29,4,19,103.9%,-0.9%,-3.3%
"San Jose, CA - Branham-Kirk",December 2015,$608K,0%,-35%,4,-50%,-42.9%,2,-50%,-71.4%,,,,25,-4,15,107.5%,3.6%,-2.9%
"San Jose, CA - Branham-Kirk",January 2016,$615K,1.2%,-29.2%,3,-25%,-50%,3,50%,-62.5%,2,,0%,35,11,28,105.8%,-1.7%,-3.9%
"San Jose, CA - Branham-Kirk",February 2016,$553K,-10.1%,-31.1%,3,0%,-40%,6,100%,-14.3%,4,100%,100%,23,-12,17,114.6%,8.8%,0.6%
"San Jose, CA - Branham-Kirk",March 2016,$553K,0%,7.4%,3,0%,-62.5%,7,16.7%,16.7%,1,-75%,0%,30,7,21,111.1%,-3.5%,-3.6%
"San Jose, CA - Branham-Kirk",April 2016,$553K,0%,2.4%,5,66.7%,-37.5%,8,14.3%,60%,2,100%,,25,-5,15,109.2%,-1.9%,-7.4%
"San Jose, CA - Branham-Kirk",May 2016,$811K,46.7%,-9.9%,7,40%,-22.2%,9,12.5%,0%,4,100%,100%,18,-7,9,109.3%,0.1%,-7.5%
"San Jose, CA - Branham-Kirk",June 2016,$811K,0%,-24.1%,9,28.6%,12.5%,9,0%,-10%,2,-50%,100%,25,7,16,106.9%,-2.5%,-9.7%
"San Jose, CA - Branham-Kirk",July 2016,$700K,-13.7%,-37.6%,9,0%,0%,7,-22.2%,-46.2%,2,0%,-33.3%,28,3,19,105.2%,-1.7%,-9.9%
"San Jose, CA - Branham-Kirk",August 2016,$650K,-7.1%,-20.8%,7,-22.2%,-30%,4,-42.9%,-63.6%,1,-50%,-75%,41,13,28,102.1%,-3.1%,-6.6%
"San Jose, CA - Branham-Kirk",September 2016,$815K,25.4%,30.4%,4,-42.9%,-63.6%,8,100%,-27.3%,4,300%,100%,31,-10,10,101.8%,-0.3%,-2.8%
"San Jose, CA - Branham-Kirk",October 2016,$828K,1.5%,41.7%,6,50%,-40%,9,12.5%,12.5%,3,-25%,50%,24,-7,-1,102.6%,0.8%,-2.2%
"San Jose, CA - Branham-Kirk",November 2016,$920K,11.2%,51.4%,6,0%,-25%,10,11.1%,150%,2,-33.3%,,24,0,-5,103.6%,1%,-0.3%
"San Jose, CA - Branham-Kirk",December 2016,$888K,-3.5%,46.1%,8,33.3%,100%,6,-40%,200%,2,0%,,17,-7,-8,105.1%,1.5%,-2.4%
"San Jose, CA - Brigadoon",January 2012,$326K,1.9%,-7%,12,-7.7%,-25%,10,-37.5%,-28.6%,3,-25%,-66.7%,27,-8,-4,100.1%,-0.7%,1.8%
"San Jose, CA - Brigadoon",February 2012,$343K,5.1%,-11.5%,12,0%,9.1%,9,-10%,-25%,4,33.3%,-55.6%,34,7,1,99.2%,-1%,1.3%
"San Jose, CA - Brigadoon",March 2012,$339K,-1.2%,-4%,12,0%,100%,9,0%,-43.8%,2,-50%,-83.3%,15,-20,-21,101.6%,2.5%,5.6%
"San Jose, CA - Brigadoon",April 2012,$330K,-2.5%,-9.6%,10,-16.7%,42.9%,10,11.1%,-41.2%,4,100%,-63.6%,15,1,-1,101.4%,-0.2%,0%
"San Jose, CA - Brigadoon",May 2012,$340K,3%,-6.8%,11,10%,57.1%,10,0%,-37.5%,4,0%,-60%,9,-6,-3,102.4%,0.9%,1.8%
"San Jose, CA - Brigadoon",June 2012,$440K,29.4%,23.4%,7,-36.4%,0%,9,-10%,-10%,3,-25%,-62.5%,9,0,-11,102%,-0.4%,0.5%
"San Jose, CA - Brigadoon",July 2012,$440K,0%,14.3%,11,57.1%,22.2%,9,0%,80%,2,-33.3%,-77.8%,13,4,-38,104.9%,2.9%,4.7%
"San Jose, CA - Brigadoon",August 2012,$453K,2.8%,19.1%,8,-27.3%,-27.3%,5,-44.4%,-44.4%,,,,28,15,-38,106.4%,1.6%,6%
"San Jose, CA - Brigadoon",September 2012,$420K,-7.2%,18.1%,9,12.5%,-43.8%,5,0%,-58.3%,1,,-83.3%,33,6,-32,103.8%,-2.6%,2.8%
"San Jose, CA - Brigadoon",October 2012,$430K,2.4%,41.2%,5,-44.4%,-66.7%,7,40%,-58.8%,4,300%,-33.3%,32,-1,5,100.8%,-3%,-0.5%
"San Jose, CA - Brigadoon",November 2012,$430K,0%,34.4%,3,-40%,-80%,9,28.6%,-47.1%,5,25%,25%,32,0,19,99.3%,-1.5%,-2.6%
"San Jose, CA - Brigadoon",December 2012,$430K,0%,34.4%,1,-66.7%,-92.3%,7,-22.2%,-56.3%,5,0%,25%,21,-11,-14,102.4%,3.1%,1.5%
"San Jose, CA - Brigadoon",January 2013,$400K,-7%,22.7%,3,200%,-75%,6,-14.3%,-40%,5,0%,66.7%,26,5,-2,113.3%,10.9%,13.2%
"San Jose, CA - Brigadoon",February 2013,$400K,0%,16.8%,5,66.7%,-58.3%,5,-16.7%,-44.4%,4,-20%,0%,9,-17,-25,112.4%,-0.9%,13.2%
"San Jose, CA - Brigadoon",March 2013,$513K,28.1%,51.4%,7,40%,-41.7%,5,0%,-44.4%,3,-25%,50%,11,2,-4,110.3%,-2.1%,8.7%
"San Jose, CA - Brigadoon",April 2013,$535K,4.4%,62.1%,5,-28.6%,-50%,4,-20%,-60%,2,-33.3%,-50%,21,10,6,105.5%,-4.8%,4.1%
"San Jose, CA - Brigadoon",May 2013,$504K,-5.9%,48.1%,4,-20%,-63.6%,5,25%,-50%,2,0%,-50%,21,0,12,103.7%,-1.8%,1.3%
"San Jose, CA - Brigadoon",June 2013,$469K,-6.9%,6.6%,6,50%,-14.3%,7,40%,-22.2%,3,50%,0%,15,-6,6,112.8%,9.1%,10.9%
"San Jose, CA - Brigadoon",July 2013,$425K,-9.4%,-3.4%,7,16.7%,-36.4%,6,-14.3%,-33.3%,1,-66.7%,-50%,14,-1,1,113.5%,0.7%,8.7%
"San Jose, CA - Brigadoon",August 2013,$442K,3.9%,-2.4%,8,14.3%,0%,7,16.7%,40%,4,300%,,14,0,-14,112.3%,-1.2%,5.9%
"San Jose, CA - Brigadoon",September 2013,$399K,-9.7%,-5.1%,4,-50%,-55.6%,5,-28.6%,0%,2,-50%,100%,5,-10,-29,106.5%,-5.8%,2.7%
"San Jose, CA - Brigadoon",October 2013,$440K,10.4%,2.3%,4,0%,-20%,6,20%,-14.3%,2,0%,-50%,14,9,-19,106.9%,0.4%,6.1%
"San Jose, CA - Brigadoon",November 2013,$408K,-7.2%,-5.1%,4,0%,33.3%,3,-50%,-66.7%,3,50%,-40%,39,25,7,108.3%,1.3%,9%
"San Jose, CA - Brigadoon",December 2013,$387K,-5.3%,-10.1%,5,25%,400%,6,100%,-14.3%,1,-66.7%,-80%,61,23,40,105.9%,-2.4%,3.5%
"San Jose, CA - Brigadoon",January 2014,$386K,-0.2%,-3.6%,4,-20%,33.3%,5,-16.7%,-16.7%,,,,90,29,64,103%,-2.9%,-10.3%
"San Jose, CA - Brigadoon",February 2014,$387K,0.3%,-3.3%,4,0%,-20%,8,60%,60%,4,,0%,50,-40,41,100.4%,-2.6%,-11.9%
"San Jose, CA - Brigadoon",March 2014,$413K,6.7%,-19.5%,4,0%,-42.9%,8,0%,60%,3,-25%,0%,25,-25,14,102.4%,1.9%,-7.9%
"San Jose, CA - Brigadoon",April 2014,$470K,13.9%,-12.1%,8,100%,60%,12,50%,200%,,,,18,-7,-3,104.3%,2%,-1.2%
"San Jose, CA - Brigadoon",May 2014,$513K,9%,1.8%,10,25%,150%,10,-16.7%,100%,,,,17,-2,-4,105.4%,1%,1.6%
"San Jose, CA - Brigadoon",June 2014,$505K,-1.5%,7.7%,13,30%,116.7%,9,-10%,28.6%,1,,-66.7%,14,-3,-1,104.4%,-1%,-8.5%
"San Jose, CA - Brigadoon",July 2014,$521K,3.1%,22.5%,8,-38.5%,14.3%,6,-33.3%,0%,1,0%,0%,15,1,1,104.3%,-0.1%,-9.2%
"San Jose, CA - Brigadoon",August 2014,$481K,-7.6%,8.9%,8,0%,0%,8,33.3%,14.3%,4,300%,0%,12,-3,-2,102.6%,-1.7%,-9.7%
"San Jose, CA - Brigadoon",September 2014,$385K,-20%,-3.4%,5,-37.5%,25%,7,-12.5%,40%,4,0%,100%,18,6,14,108.2%,5.7%,1.7%
"San Jose, CA - Brigadoon",October 2014,$555K,44.2%,26.1%,7,40%,75%,6,-14.3%,0%,3,-25%,50%,18,0,5,106.3%,-1.9%,-0.7%
"San Jose, CA - Brigadoon",November 2014,$580K,4.5%,42.1%,3,-57.1%,-25%,3,-50%,0%,3,0%,0%,20,2,-19,110.4%,4.1%,2.1%
"San Jose, CA - Brigadoon",December 2014,$580K,0%,50.1%,3,0%,-40%,2,-33.3%,-66.7%,2,-33.3%,100%,70,50,9,100.8%,-9.6%,-5.1%
"San Jose, CA - Brigadoon",January 2015,$618K,6.6%,60.2%,1,-66.7%,-75%,1,-50%,-80%,1,-50%,,125,55,36,99.7%,-1.2%,-3.3%
"San Jose, CA - Brigadoon",February 2015,$618K,0%,59.8%,1,0%,-75%,1,0%,-87.5%,1,0%,-75%,125,0,76,99.7%,0%,-0.7%
"San Jose, CA - Brigadoon",March 2015,$553K,-10.6%,33.9%,2,100%,-50%,3,200%,-62.5%,2,100%,-33.3%,35,-91,10,102%,2.4%,-0.3%
"San Jose, CA - Brigadoon",April 2015,$553K,0%,17.6%,2,0%,-75%,6,100%,-50%,3,50%,,35,0,17,102%,0%,-2.3%
"San Jose, CA - Brigadoon",May 2015,$567K,2.6%,10.6%,6,200%,-40%,7,16.7%,-30%,3,0%,,21,-14,4,102.9%,0.8%,-2.5%
"San Jose, CA - Brigadoon",June 2015,$549K,-3.2%,8.7%,5,-16.7%,-61.5%,7,0%,-22.2%,4,33.3%,300%,19,-2,5,102.9%,0%,-1.5%
"San Jose, CA - Brigadoon",July 2015,$549K,0%,5.5%,7,40%,-12.5%,9,28.6%,50%,4,0%,300%,13,-6,-2,103.4%,0.5%,-0.9%
"San Jose, CA - Brigadoon",August 2015,$523K,-4.8%,8.6%,8,14.3%,0%,9,0%,12.5%,4,0%,0%,11,-3,-2,105.3%,1.9%,2.8%
"San Jose, CA - Brigadoon",September 2015,$575K,10%,49.4%,9,12.5%,80%,11,22.2%,57.1%,5,25%,25%,12,2,-6,106.1%,0.8%,-2.1%
"San Jose, CA - Brigadoon",October 2015,$611K,6.3%,10.2%,8,-11.1%,14.3%,8,-27.3%,33.3%,5,0%,66.7%,12,-1,-7,106.1%,0%,-0.2%
"San Jose, CA - Brigadoon",November 2015,$632K,3.4%,9%,3,-62.5%,0%,6,-25%,100%,2,-60%,-33.3%,14,3,-6,105.5%,-0.5%,-4.9%
"San Jose, CA - Brigadoon",December 2015,$632K,0%,9%,6,100%,100%,2,-66.7%,0%,1,-50%,-50%,29,15,-42,100.7%,-4.8%,-0.1%
"San Jose, CA - Brigadoon",January 2016,$612K,-3.2%,-1%,5,-16.7%,400%,2,0%,100%,2,100%,100%,33,5,-92,100.3%,-0.4%,0.6%
"San Jose, CA - Brigadoon",February 2016,$603K,-1.6%,-2.5%,6,20%,500%,5,150%,400%,1,-50%,0%,29,-5,-97,102.2%,1.9%,2.6%
"San Jose, CA - Brigadoon",March 2016,$503K,-16.6%,-9.1%,4,-33.3%,100%,6,20%,100%,1,0%,-50%,9,-20,-26,104.2%,2%,2.2%
"San Jose, CA - Brigadoon",April 2016,$525K,4.5%,-5%,5,25%,150%,6,0%,0%,2,100%,-33.3%,11,2,-24,104%,-0.2%,2%
"San Jose, CA - Brigadoon",May 2016,$659K,25.5%,16.2%,5,0%,-16.7%,4,-33.3%,-42.9%,3,50%,0%,8,-3,-13,103.9%,-0.1%,1.1%
"San Jose, CA - Brigadoon",June 2016,$733K,11.2%,33.5%,2,-60%,-60%,6,50%,-14.3%,4,33.3%,0%,11,3,-9,107.3%,3.4%,4.4%
"San Jose, CA - Brigadoon",July 2016,$692K,-5.6%,26%,2,0%,-71.4%,9,50%,0%,5,25%,25%,6,-5,-7,107%,-0.3%,3.6%
"San Jose, CA - Brigadoon",August 2016,$603K,-12.8%,15.4%,5,150%,-37.5%,11,22.2%,22.2%,5,0%,25%,34,28,24,99.9%,-7.1%,-5.4%
"San Jose, CA - Brigadoon",September 2016,$603K,0%,4.9%,9,80%,0%,11,0%,0%,3,-40%,-40%,34,0,22,99.9%,-0.1%,-6.3%
"San Jose, CA - Brigadoon",October 2016,$595K,-1.3%,-2.7%,11,22.2%,37.5%,9,-18.2%,12.5%,3,0%,-40%,34,0,23,100.9%,1%,-5.2%
"San Jose, CA - Brigadoon",November 2016,$582K,-2.3%,-8%,10,-9.1%,233.3%,9,0%,50%,2,-33.3%,0%,33,-1,19,101.2%,0.3%,-4.4%
"San Jose, CA - Brigadoon",December 2016,$564K,-3.1%,-10.9%,8,-20%,33.3%,8,-11.1%,300%,2,0%,100%,36,3,7,102.1%,0.9%,1.3%
"San Jose, CA - Broadway-Palmhaven",January 2012,$636K,2.3%,,4,-33.3%,,3,0%,,3,0%,,166,27,,99.2%,0.5%,
"San Jose, CA - Broadway-Palmhaven",February 2012,$636K,0%,-36.7%,4,0%,100%,3,0%,-50%,3,0%,-25%,166,0,125,99.2%,0%,5%
"San Jose, CA - Broadway-Palmhaven",March 2012,$614K,-3.5%,-48.9%,2,-50%,-50%,5,66.7%,-28.6%,5,66.7%,25%,81,-86,40,98.5%,-0.8%,2.6%
"San Jose, CA - Broadway-Palmhaven",April 2012,$815K,32.8%,-32.1%,5,150%,0%,7,40%,-22.2%,3,-40%,-50%,16,-65,-14,99.4%,0.9%,2.7%
"San Jose, CA - Broadway-Palmhaven",May 2012,$701K,-14%,-41.6%,8,60%,14.3%,8,14.3%,-33.3%,2,-33.3%,-77.8%,17,1,12,101.6%,2.2%,1.2%
"San Jose, CA - Broadway-Palmhaven",June 2012,$770K,9.9%,-14.4%,9,12.5%,80%,5,-37.5%,-54.5%,,,,18,1,14,102.4%,0.9%,0.9%
"San Jose, CA - Broadway-Palmhaven",July 2012,$701K,-9%,-4%,6,-33.3%,-14.3%,8,60%,-33.3%,3,,-50%,20,2,11,104.5%,2.1%,5.9%
"San Jose, CA - Broadway-Palmhaven",August 2012,$701K,0%,-4%,6,0%,20%,7,-12.5%,-12.5%,3,0%,-62.5%,22,3,-26,102.3%,-2.2%,7.7%
"San Jose, CA - Broadway-Palmhaven",September 2012,$648K,-7.6%,-11.3%,6,0%,20%,10,42.9%,11.1%,4,33.3%,-42.9%,25,3,-24,102%,-0.3%,7.4%
"San Jose, CA - Broadway-Palmhaven",October 2012,$530K,-18.1%,-17.7%,5,-16.7%,0%,7,-30%,16.7%,5,25%,-28.6%,23,-2,-116,102%,0%,5.4%
"San Jose, CA - Broadway-Palmhaven",November 2012,$805K,51.9%,25%,2,-60%,-33.3%,6,-14.3%,50%,4,-20%,0%,21,-2,-51,103.7%,1.7%,6.2%
"San Jose, CA - Broadway-Palmhaven",December 2012,$750K,-6.8%,20.6%,3,50%,-50%,4,-33.3%,33.3%,3,-25%,0%,56,35,-84,99%,-4.7%,0.2%
"San Jose, CA - Broadway-Palmhaven",January 2013,$940K,25.3%,47.8%,8,166.7%,100%,3,-25%,0%,2,-33.3%,-33.3%,75,20,-91,100.2%,1.2%,1%
"San Jose, CA - Broadway-Palmhaven",February 2013,$940K,0%,47.8%,8,0%,100%,4,33.3%,33.3%,1,-50%,-66.7%,75,0,-91,100.2%,0%,1%
"San Jose, CA - Broadway-Palmhaven",March 2013,"$1,060K",12.8%,72.8%,7,-12.5%,250%,6,50%,20%,2,100%,-60%,75,0,-6,100%,-0.2%,1.5%
"San Jose, CA - Broadway-Palmhaven",April 2013,"$1,060K",0%,30.1%,5,-28.6%,0%,7,16.7%,0%,2,0%,-33.3%,33,-42,17,100.5%,0.5%,1.1%
"San Jose, CA - Broadway-Palmhaven",May 2013,"$1,060K",0%,51.3%,7,40%,-12.5%,8,14.3%,0%,3,50%,50%,27,-6,10,100.1%,-0.4%,-1.5%
"San Jose, CA - Broadway-Palmhaven",June 2013,$913K,-13.9%,18.6%,6,-14.3%,-33.3%,7,-12.5%,40%,1,-66.7%,,18,-10,-1,107.6%,7.5%,5.2%
"San Jose, CA - Broadway-Palmhaven",July 2013,"$1,198K",31.2%,70.9%,5,-16.7%,-16.7%,5,-28.6%,-37.5%,1,0%,-66.7%,13,-5,-7,107.4%,-0.2%,2.9%
"San Jose, CA - Broadway-Palmhaven",August 2013,$950K,-20.7%,35.4%,4,-20%,-33.3%,6,20%,-14.3%,2,100%,-33.3%,11,-3,-12,111.8%,4.4%,9.5%
"San Jose, CA - Broadway-Palmhaven",September 2013,$953K,0.4%,47.2%,4,0%,-33.3%,7,16.7%,-30%,3,50%,-25%,8,-3,-17,103.2%,-8.6%,1.3%
"San Jose, CA - Broadway-Palmhaven",October 2013,$692K,-27.4%,30.5%,4,0%,-20%,7,0%,0%,3,0%,-40%,10,2,-14,103.9%,0.6%,1.9%
"San Jose, CA - Broadway-Palmhaven",November 2013,$747K,8%,-7.3%,4,0%,100%,5,-28.6%,-16.7%,2,-33.3%,-50%,19,9,-3,102.2%,-1.7%,-1.5%
"San Jose, CA - Broadway-Palmhaven",December 2013,$785K,5.2%,4.7%,5,25%,66.7%,4,-20%,0%,3,50%,0%,26,8,-30,98.7%,-3.5%,-0.3%
"San Jose, CA - Broadway-Palmhaven",January 2014,$915K,16.5%,-2.7%,5,0%,-37.5%,6,50%,100%,4,33.3%,100%,26,0,-49,97.8%,-0.9%,-2.4%
"San Jose, CA - Broadway-Palmhaven",February 2014,$705K,-23%,-25%,5,0%,-37.5%,5,-16.7%,25%,2,-50%,100%,24,-2,-51,98.1%,0.3%,-2.1%
"San Jose, CA - Broadway-Palmhaven",March 2014,$995K,41.1%,-6.2%,6,20%,-14.3%,6,20%,0%,3,50%,50%,45,21,-31,98.4%,0.3%,-1.6%
"San Jose, CA - Broadway-Palmhaven",April 2014,$969K,-2.6%,-8.6%,5,-16.7%,0%,5,-16.7%,-28.6%,3,0%,50%,29,-16,-4,98.2%,-0.2%,-2.3%
"San Jose, CA - Broadway-Palmhaven",May 2014,$985K,1.7%,-7.1%,7,40%,0%,8,60%,0%,2,-33.3%,-33.3%,27,-2,0,98.6%,0.4%,-1.5%
"San Jose, CA - Broadway-Palmhaven",June 2014,$977K,-0.8%,7%,6,-14.3%,0%,9,12.5%,28.6%,4,100%,300%,18,-9,1,100%,1.4%,-7.6%
"San Jose, CA - Broadway-Palmhaven",July 2014,"$1,250K",28%,4.3%,9,50%,80%,9,0%,80%,4,0%,300%,16,-2,3,100%,0%,-7.4%
"San Jose, CA - Broadway-Palmhaven",August 2014,"$1,266K",1.3%,33.4%,8,-11.1%,100%,8,-11.1%,33.3%,4,0%,100%,15,-2,4,100.6%,0.6%,-11.2%
"San Jose, CA - Broadway-Palmhaven",September 2014,"$1,283K",1.3%,34.6%,7,-12.5%,75%,6,-25%,-14.3%,5,25%,66.7%,13,-2,5,100.7%,0.1%,-2.5%
"San Jose, CA - Broadway-Palmhaven",October 2014,$750K,-41.5%,8.5%,3,-57.1%,-25%,7,16.7%,0%,6,20%,100%,8,-5,-2,102.5%,1.8%,-1.4%
"San Jose, CA - Broadway-Palmhaven",November 2014,"$1,000K",33.3%,33.9%,3,0%,-25%,7,0%,40%,6,0%,200%,8,0,-11,102.7%,0.2%,0.5%
"San Jose, CA - Broadway-Palmhaven",December 2014,"$1,000K",0%,27.4%,5,66.7%,0%,5,-28.6%,25%,2,-66.7%,-33.3%,89,81,63,101.3%,-1.4%,2.6%
