Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Cherrywood",June 2012,$510K,0%,3.6%,11,22.2%,83.3%,10,-9.1%,100%,3,0%,-25%,25,-22,-26,101.3%,0%,3.2%
"San Jose, CA - Cherrywood",July 2012,$510K,0%,9.1%,7,-36.4%,75%,10,0%,25%,4,33.3%,-20%,26,1,-25,99.8%,-1.5%,4.3%
"San Jose, CA - Cherrywood",August 2012,$540K,5.8%,12.9%,6,-14.3%,0%,11,10%,57.1%,6,50%,50%,13,-13,-46,103.3%,3.5%,7%
"San Jose, CA - Cherrywood",September 2012,$559K,3.6%,1.6%,5,-16.7%,0%,11,0%,-15.4%,3,-50%,-62.5%,15,2,-39,103%,-0.3%,3.8%
"San Jose, CA - Cherrywood",October 2012,$544K,-2.7%,12.2%,8,60%,33.3%,10,-9.1%,-9.1%,1,-66.7%,-80%,20,5,-1,101.6%,-1.4%,-0.8%
"San Jose, CA - Cherrywood",November 2012,$538K,-1.1%,7.4%,7,-12.5%,16.7%,6,-40%,-40%,1,0%,-80%,25,5,13,100.2%,-1.4%,-3.1%
"San Jose, CA - Cherrywood",December 2012,$532K,-1.1%,7.2%,10,42.9%,100%,3,-50%,0%,,,,20,-5,10,101.6%,1.5%,-1.5%
"San Jose, CA - Cherrywood",January 2013,$495K,-7%,0.4%,7,-30%,75%,2,-33.3%,-33.3%,1,,-75%,15,-5,-22,102.9%,1.3%,1.8%
"San Jose, CA - Cherrywood",February 2013,$511K,3.1%,23.6%,6,-14.3%,500%,2,0%,-50%,2,100%,-33.3%,24,9,-21,102.9%,-0.1%,-0.4%
"San Jose, CA - Cherrywood",March 2013,$495K,-3%,8.4%,1,-83.3%,-50%,3,50%,-62.5%,2,0%,0%,36,13,-6,100%,-2.9%,-3.7%
"San Jose, CA - Cherrywood",April 2013,$708K,43%,37.5%,1,0%,-83.3%,2,-33.3%,-77.8%,1,-50%,-66.7%,74,38,42,97.7%,-2.3%,-5.3%
"San Jose, CA - Cherrywood",May 2013,$594K,-16.1%,16.5%,2,100%,-77.8%,1,-50%,-90.9%,1,0%,-66.7%,42,-33,-6,112.8%,15.2%,11.5%
"San Jose, CA - Cherrywood",June 2013,$594K,0%,16.5%,2,0%,-81.8%,1,0%,-90%,1,0%,-66.7%,42,0,17,112.8%,0%,11.6%
"San Jose, CA - Cherrywood",July 2013,$480K,-19.2%,-5.9%,1,-50%,-85.7%,3,200%,-70%,2,100%,-50%,9,-33,-17,128%,15.2%,28.2%
"San Jose, CA - Cherrywood",October 2013,$550K,,1.1%,3,,-62.5%,3,,-70%,1,,0%,13,,-7,100.1%,,-1.5%
"San Jose, CA - Cherrywood",November 2013,$550K,0%,2.2%,3,0%,-57.1%,2,-33.3%,-66.7%,1,0%,0%,13,0,-12,100.1%,0%,-0.1%
"San Jose, CA - Cherrywood",December 2013,$550K,0%,3.4%,3,0%,-70%,3,50%,0%,1,0%,,13,0,-7,100.1%,0%,-1.6%
"San Jose, CA - Cherrywood",January 2014,$633K,15.1%,27.9%,3,0%,-57.1%,3,0%,50%,,,,14,1,-1,103.6%,3.5%,0.6%
"San Jose, CA - Cherrywood",February 2014,$650K,2.6%,27.2%,4,33.3%,-33.3%,4,33.3%,100%,,,,20,6,-4,101.8%,-1.7%,-1%
"San Jose, CA - Cherrywood",March 2014,$666K,2.5%,34.5%,5,25%,400%,2,-50%,-33.3%,,,,14,-6,-22,102%,0.1%,2%
"San Jose, CA - Cherrywood",April 2014,$684K,2.7%,-3.4%,2,-60%,100%,1,-50%,-50%,,,,44,30,-31,99.6%,-2.4%,1.9%
"San Jose, CA - Cherrywood",May 2014,$702K,2.6%,18.2%,1,-50%,-50%,2,100%,100%,1,,0%,10,-34,-32,102.5%,2.9%,-10.3%
"San Jose, CA - Cherrywood",June 2014,$716K,1.9%,20.5%,1,0%,-50%,5,150%,400%,2,100%,100%,6,-4,-36,110.1%,7.6%,-2.8%
"San Jose, CA - Cherrywood",July 2014,$716K,0%,49.1%,3,200%,200%,6,20%,100%,1,-50%,-50%,13,7,4,109.3%,-0.8%,-18.7%
"San Jose, CA - Cherrywood",August 2014,$715K,-0.1%,,5,66.7%,,6,0%,,3,200%,,12,-1,,108.5%,-0.8%,
"San Jose, CA - Cherrywood",September 2014,$703K,-1.7%,,4,-20%,,4,-33.3%,,2,-33.3%,,13,1,,108.1%,-0.4%,
"San Jose, CA - Cherrywood",October 2014,$715K,1.7%,30%,5,25%,66.7%,6,50%,100%,2,0%,100%,13,1,0,106.6%,-1.5%,6.5%
"San Jose, CA - Cherrywood",November 2014,$773K,8.1%,40.6%,4,-20%,33.3%,5,-16.7%,150%,1,-50%,0%,21,8,8,105.6%,-0.9%,5.5%
"San Jose, CA - Cherrywood",December 2014,$773K,0%,40.6%,6,50%,100%,5,0%,66.7%,2,100%,100%,17,-4,4,105.4%,-0.2%,5.3%
"San Jose, CA - Cherrywood",January 2015,$723K,-6.5%,14.2%,4,-33.3%,33.3%,5,0%,66.7%,2,0%,,17,0,3,105.1%,-0.3%,1.6%
"San Jose, CA - Cherrywood",February 2015,$835K,15.5%,28.6%,6,50%,50%,6,20%,50%,3,50%,,11,-6,-9,103.9%,-1.2%,2%
"San Jose, CA - Cherrywood",March 2015,$870K,4.2%,30.6%,5,-16.7%,0%,7,16.7%,250%,2,-33.3%,,14,3,0,104.7%,0.8%,2.8%
"San Jose, CA - Cherrywood",April 2015,$868K,-0.3%,26.8%,6,20%,200%,5,-28.6%,400%,1,-50%,,12,-3,-32,105.3%,0.6%,5.7%
"San Jose, CA - Cherrywood",May 2015,$844K,-2.7%,20.2%,4,-33.3%,300%,5,0%,150%,3,200%,200%,14,3,4,108%,2.8%,5.6%
"San Jose, CA - Cherrywood",June 2015,$845K,0.1%,18.1%,4,0%,300%,3,-40%,-40%,2,-33.3%,0%,9,-5,3,106.4%,-1.7%,-3.7%
"San Jose, CA - Cherrywood",July 2015,$845K,0%,18.1%,2,-50%,-33.3%,2,-33.3%,-66.7%,2,0%,100%,9,-1,-5,105.6%,-0.7%,-3.6%
"San Jose, CA - Cherrywood",August 2015,$830K,-1.8%,16.1%,1,-50%,-80%,,,,1,-50%,-66.7%,9,1,-3,103.8%,-1.9%,-4.7%
"San Jose, CA - Cherrywood",October 2015,$803K,,12.3%,2,,-60%,5,,-16.7%,3,,50%,18,,5,101.1%,,-5.4%
"San Jose, CA - Cherrywood",November 2015,$780K,-2.9%,0.9%,3,50%,-25%,5,0%,0%,3,0%,200%,30,12,9,100.7%,-0.4%,-4.9%
"San Jose, CA - Cherrywood",December 2015,$780K,0%,0.9%,3,0%,-50%,3,-40%,-40%,3,0%,50%,30,0,13,100.7%,0%,-4.7%
"San Jose, CA - Cherrywood",January 2016,$827K,6%,14.4%,2,-33.3%,-50%,4,33.3%,-20%,2,-33.3%,0%,89,59,72,102.1%,1.3%,-3%
"San Jose, CA - Cherrywood",February 2016,$902K,9.1%,8%,3,50%,-50%,5,25%,-16.7%,1,-50%,-66.7%,104,15,93,100.6%,-1.5%,-3.3%
"San Jose, CA - Cherrywood",March 2016,$913K,1.2%,4.9%,5,66.7%,0%,6,20%,-14.3%,3,200%,50%,28,-76,14,100.4%,-0.2%,-4.3%
"San Jose, CA - Cherrywood",April 2016,$880K,-3.6%,1.4%,6,20%,0%,7,16.7%,40%,1,-66.7%,0%,31,3,19,99.6%,-0.7%,-5.6%
"San Jose, CA - Cherrywood",May 2016,$828K,-5.9%,-1.9%,8,33.3%,100%,7,0%,40%,1,0%,-66.7%,22,-9,8,102.4%,2.7%,-5.7%
"San Jose, CA - Cherrywood",June 2016,$810K,-2.2%,-4.1%,7,-12.5%,75%,4,-42.9%,33.3%,,,,10,-12,1,103.8%,1.5%,-2.5%
"San Jose, CA - Cherrywood",July 2016,$810K,0%,-4.1%,5,-28.6%,150%,4,0%,100%,2,,0%,9,-1,1,105.3%,1.5%,-0.3%
"San Jose, CA - Cherrywood",August 2016,$803K,-0.9%,-3.3%,2,-60%,100%,5,25%,,3,50%,200%,12,3,3,104.1%,-1.3%,0.3%
"San Jose, CA - Cherrywood",September 2016,$795K,-0.9%,,1,-50%,,8,60%,,1,-66.7%,,15,4,,100%,-4.1%,
"San Jose, CA - Cherrywood",October 2016,$830K,4.4%,3.4%,5,400%,150%,6,-25%,20%,,,,11,-4,-7,105.8%,5.8%,4.7%
"San Jose, CA - Cherrywood",November 2016,$860K,3.6%,10.3%,7,40%,133.3%,5,-16.7%,0%,1,,-66.7%,11,0,-19,106%,0.2%,5.2%
"San Jose, CA - Cherrywood",December 2016,$860K,0%,10.3%,7,0%,133.3%,2,-60%,-33.3%,1,0%,-66.7%,11,0,-19,106%,0%,5.2%
"San Jose, CA - Citaldi",January 2012,$520K,4.9%,12.1%,5,-16.7%,66.7%,6,-14.3%,50%,4,0%,-33.3%,14,1,-32,100.8%,2.2%,2.4%
"San Jose, CA - Citaldi",February 2012,$453K,-12.9%,-14.9%,4,-20%,100%,6,0%,100%,3,-25%,0%,26,12,-69,101.5%,0.6%,3.4%
"San Jose, CA - Citaldi",March 2012,$530K,17%,-19.8%,3,-25%,200%,9,50%,125%,5,66.7%,25%,16,-10,-4,99.4%,-2.1%,1.4%
"San Jose, CA - Citaldi",April 2012,$501K,-5.5%,-9.7%,5,66.7%,-16.7%,13,44.4%,85.7%,8,60%,100%,15,-1,-6,98.3%,-1%,1.1%
"San Jose, CA - Citaldi",May 2012,$498K,-0.6%,-2.7%,6,20%,-25%,16,23.1%,45.5%,5,-37.5%,-16.7%,18,3,-84,94.6%,-3.7%,-2.4%
"San Jose, CA - Citaldi",June 2012,$532K,6.8%,3.9%,12,100%,20%,16,0%,77.8%,4,-20%,-20%,20,2,2,96.6%,2%,-0.6%
"San Jose, CA - Citaldi",July 2012,$581K,9.2%,14.1%,15,25%,114.3%,13,-18.8%,85.7%,2,-50%,-66.7%,23,3,8,97.4%,0.8%,-1%
"San Jose, CA - Citaldi",August 2012,$618K,6.3%,35.1%,18,20%,157.1%,8,-38.5%,60%,2,0%,-50%,23,0,9,99.3%,1.9%,-0.1%
"San Jose, CA - Citaldi",September 2012,$583K,-5.6%,28.1%,12,-33.3%,71.4%,4,-50%,-42.9%,,,,27,4,7,100%,0.6%,0.9%
"San Jose, CA - Citaldi",October 2012,$583K,-0.1%,28%,8,-33.3%,14.3%,4,0%,-33.3%,1,,-80%,24,-3,4,100.4%,0.4%,3.5%
"San Jose, CA - Citaldi",November 2012,$599K,2.8%,19.8%,5,-37.5%,-28.6%,5,25%,-28.6%,1,0%,-80%,25,2,11,101.3%,0.8%,4.3%
"San Jose, CA - Citaldi",December 2012,$622K,3.8%,25.5%,4,-20%,-33.3%,4,-20%,-42.9%,,,,20,-5,7,101.6%,0.3%,2.9%
"San Jose, CA - Citaldi",January 2013,$578K,-7.2%,11.1%,4,0%,-20%,2,-50%,-66.7%,,,,11,-10,-4,102%,0.4%,1.2%
"San Jose, CA - Citaldi",February 2013,$468K,-19%,3.3%,2,-50%,-50%,,,,,,,6,-5,-20,100.2%,-1.9%,-1.3%
"San Jose, CA - Citaldi",March 2013,$468K,0%,-11.7%,2,0%,-33.3%,2,,-77.8%,1,,-80%,6,0,-10,100.2%,0%,0.8%
"San Jose, CA - Citaldi",May 2013,$590K,,18.5%,3,,-50%,4,,-75%,,,,11,,-7,106.7%,,12.1%
"San Jose, CA - Citaldi",June 2013,$590K,0%,10.9%,3,0%,-75%,8,100%,-50%,5,,25%,11,0,-9,106.7%,0%,10.1%
"San Jose, CA - Citaldi",July 2013,$679K,15.1%,16.9%,4,33.3%,-73.3%,9,12.5%,-30.8%,5,0%,150%,12,1,-12,105.6%,-1.2%,8.2%
"San Jose, CA - Citaldi",August 2013,$633K,-6.8%,2.5%,2,-50%,-88.9%,12,33.3%,50%,1,-80%,-50%,28,17,5,104.1%,-1.5%,4.8%
"San Jose, CA - Citaldi",September 2013,$795K,25.6%,36.4%,4,100%,-66.7%,8,-33.3%,100%,2,100%,,28,0,2,102.8%,-1.3%,2.8%
"San Jose, CA - Citaldi",October 2013,$775K,-2.5%,33%,5,25%,-37.5%,9,12.5%,125%,3,50%,200%,44,16,21,102.7%,-0.1%,2.2%
"San Jose, CA - Citaldi",November 2013,$775K,0%,29.4%,5,0%,0%,6,-33.3%,20%,2,-33.3%,100%,25,-19,0,101.6%,-1.1%,0.3%
"San Jose, CA - Citaldi",December 2013,$579K,-25.3%,-6.9%,5,0%,25%,8,33.3%,100%,1,-50%,,29,4,9,104.8%,3.2%,3.2%
"San Jose, CA - Citaldi",January 2014,$661K,14.1%,14.4%,8,60%,100%,5,-37.5%,150%,,,,12,-17,1,105.5%,0.7%,3.5%
"San Jose, CA - Citaldi",February 2014,$661K,0%,41.1%,8,0%,300%,4,-20%,,,,,11,-1,5,105.7%,0.3%,5.6%
"San Jose, CA - Citaldi",March 2014,$702K,6.3%,50%,6,-25%,200%,3,-25%,50%,2,,100%,10,-1,4,104.5%,-1.2%,4.4%
"San Jose, CA - Citaldi",April 2014,$731K,4.1%,,2,-66.7%,,6,100%,,1,-50%,,9,-2,,104.6%,0.1%,
"San Jose, CA - Citaldi",May 2014,$765K,4.7%,29.7%,5,150%,66.7%,8,33.3%,100%,2,100%,,9,1,-2,106%,1.5%,-0.7%
"San Jose, CA - Citaldi",June 2014,$736K,-3.8%,24.7%,7,40%,133.3%,9,12.5%,12.5%,3,50%,-40%,9,0,-2,104.9%,-1.2%,-1.9%
"San Jose, CA - Citaldi",July 2014,$748K,1.6%,10.1%,8,14.3%,100%,6,-33.3%,-33.3%,1,-66.7%,-80%,13,4,1,104.4%,-0.4%,-1.2%
"San Jose, CA - Citaldi",August 2014,$778K,4.1%,22.9%,9,12.5%,350%,7,16.7%,-41.7%,1,0%,0%,10,-3,-18,104.9%,0.5%,0.8%
"San Jose, CA - Citaldi",September 2014,$825K,6%,3.8%,7,-22.2%,75%,5,-28.6%,-37.5%,3,200%,50%,10,0,-18,105.8%,0.9%,3%
"San Jose, CA - Citaldi",October 2014,$840K,1.8%,8.4%,7,0%,40%,7,40%,-22.2%,2,-33.3%,-33.3%,10,0,-34,106.4%,0.6%,3.7%
"San Jose, CA - Citaldi",November 2014,$890K,6%,14.8%,3,-57.1%,-40%,6,-14.3%,0%,1,-50%,-50%,27,17,2,103.7%,-2.7%,2.1%
"San Jose, CA - Citaldi",December 2014,$808K,-9.2%,39.6%,6,100%,20%,4,-33.3%,-50%,,,,33,6,4,102.4%,-1.3%,-2.4%
"San Jose, CA - Citaldi",January 2015,$776K,-4%,17.5%,5,-16.7%,-37.5%,2,-50%,-60%,,,,38,6,27,100.4%,-2.1%,-5.1%
"San Jose, CA - Citaldi",February 2015,$763K,-1.7%,15.5%,4,-20%,-50%,2,0%,-50%,1,,,33,-5,23,100.6%,0.2%,-5.2%
"San Jose, CA - Citaldi",March 2015,$788K,3.2%,12.2%,2,-50%,-66.7%,5,150%,66.7%,3,200%,50%,21,-12,11,105.5%,5%,1%
"San Jose, CA - Citaldi",April 2015,$919K,16.7%,25.8%,3,50%,50%,7,40%,16.7%,1,-66.7%,0%,12,-9,4,110.1%,4.6%,5.5%
"San Jose, CA - Citaldi",May 2015,$850K,-7.5%,11.1%,7,133.3%,40%,8,14.3%,0%,2,100%,0%,10,-2,1,113.2%,3.1%,7.2%
"San Jose, CA - Citaldi",June 2015,$919K,8.1%,24.9%,7,0%,0%,5,-37.5%,-44.4%,1,-50%,-66.7%,10,0,1,112.5%,-0.7%,7.7%
"San Jose, CA - Citaldi",July 2015,$910K,-1%,21.7%,7,0%,-12.5%,8,60%,33.3%,3,200%,200%,11,1,-2,112.5%,0%,8.1%
"San Jose, CA - Citaldi",August 2015,$915K,0.5%,17.6%,7,0%,-22.2%,7,-12.5%,0%,,,,11,0,1,108.3%,-4.2%,3.4%
"San Jose, CA - Citaldi",September 2015,$918K,0.3%,11.3%,9,28.6%,28.6%,7,0%,40%,,,,13,2,3,108.5%,0.2%,2.7%
"San Jose, CA - Citaldi",October 2015,$918K,0%,9.3%,7,-22.2%,0%,3,-57.1%,-57.1%,1,,-50%,11,-2,1,108.3%,-0.2%,1.9%
"San Jose, CA - Citaldi",November 2015,$921K,0.3%,3.5%,3,-57.1%,0%,2,-33.3%,-66.7%,,,,13,2,-14,108.5%,0.2%,4.8%
"San Jose, CA - Citaldi",December 2015,"$1,075K",16.7%,33%,2,-33.3%,-66.7%,2,0%,-50%,,,,12,-1,-21,114.1%,5.6%,11.6%
"San Jose, CA - Citaldi",January 2016,"$1,075K",0%,38.5%,2,0%,-60%,3,50%,50%,1,,,12,0,-26,114.1%,0%,13.7%
"San Jose, CA - Citaldi",February 2016,"$1,100K",2.3%,44.2%,3,50%,-25%,5,66.7%,150%,2,100%,100%,9,-3,-24,113.1%,-1%,12.5%
"San Jose, CA - Citaldi",March 2016,"$1,088K",-1.1%,38.2%,3,0%,50%,6,20%,20%,2,0%,-33.3%,7,-2,-14,109.2%,-3.9%,3.6%
"San Jose, CA - Citaldi",April 2016,"$1,081K",-0.6%,17.6%,4,33.3%,33.3%,6,0%,-14.3%,2,0%,100%,8,1,-5,107.5%,-1.7%,-2.6%
"San Jose, CA - Citaldi",May 2016,$875K,-19.1%,2.9%,6,50%,-14.3%,7,16.7%,-12.5%,5,150%,150%,14,6,4,104.3%,-3.2%,-9%
"San Jose, CA - Citaldi",June 2016,$840K,-4%,-8.6%,5,-16.7%,-28.6%,7,0%,40%,4,-20%,300%,29,16,19,102.1%,-2.1%,-10.4%
"San Jose, CA - Citaldi",July 2016,$902K,7.4%,-0.9%,6,20%,-14.3%,7,0%,-12.5%,2,-50%,-33.3%,39,10,28,103.1%,0.9%,-9.4%
"San Jose, CA - Citaldi",August 2016,$980K,8.6%,7.1%,5,-16.7%,-28.6%,7,0%,0%,4,100%,,51,12,40,103.6%,0.5%,-4.7%
"San Jose, CA - Citaldi",September 2016,"$1,000K",2%,8.9%,4,-20%,-55.6%,7,0%,0%,3,-25%,,42,-10,29,104.1%,0.5%,-4.4%
"San Jose, CA - Citaldi",October 2016,$923K,-7.8%,0.5%,4,0%,-42.9%,6,-14.3%,100%,1,-66.7%,0%,39,-3,28,103.3%,-0.8%,-5%
"San Jose, CA - Citaldi",November 2016,$883K,-4.3%,-4.2%,4,0%,33.3%,4,-33.3%,100%,,,,33,-6,20,105.5%,2.2%,-3%
"San Jose, CA - Citaldi",December 2016,$884K,0.1%,-17.8%,8,100%,300%,5,25%,150%,,,,21,-12,9,104.8%,-0.7%,-9.3%
"San Jose, CA - Clayton North",January 2012,$747K,55.5%,34.5%,6,0%,0%,9,28.6%,200%,8,14.3%,33.3%,62,-29,-29,99.9%,0%,-1.6%
"San Jose, CA - Clayton North",February 2012,$680K,-8.9%,45.3%,7,16.7%,-12.5%,10,11.1%,42.9%,9,12.5%,28.6%,44,-18,-24,100.4%,0.5%,-0.6%
"San Jose, CA - Clayton North",March 2012,$560K,-17.6%,4.6%,7,0%,16.7%,11,10%,10%,8,-11.1%,-11.1%,32,-12,-14,99.8%,-0.6%,2.1%
"San Jose, CA - Clayton North",April 2012,$510K,-8.9%,11.4%,8,14.3%,33.3%,6,-45.5%,-40%,5,-37.5%,-28.6%,27,-5,17,98.8%,-0.9%,1.9%
"San Jose, CA - Clayton North",May 2012,$460K,-9.8%,-15.9%,9,12.5%,50%,4,-33.3%,-55.6%,4,-20%,-55.6%,135,108,104,97.6%,-1.2%,1.7%
"San Jose, CA - Clayton North",June 2012,$517K,12.4%,-16.1%,8,-11.1%,33.3%,7,75%,-36.4%,8,100%,-42.9%,89,-47,9,98.2%,0.6%,0.7%
"San Jose, CA - Clayton North",July 2012,$525K,1.5%,0.7%,6,-25%,-25%,9,28.6%,-10%,5,-37.5%,-44.4%,89,0,34,97.8%,-0.4%,5.5%
"San Jose, CA - Clayton North",August 2012,$565K,7.7%,4.1%,7,16.7%,0%,11,22.2%,37.5%,5,0%,-37.5%,7,-82,-55,101%,3.3%,5.5%
"San Jose, CA - Clayton North",September 2012,$565K,0%,13.8%,5,-28.6%,-16.7%,7,-36.4%,133.3%,5,0%,-44.4%,7,0,-34,101.7%,0.6%,6.9%
"San Jose, CA - Clayton North",October 2012,$625K,10.6%,31.6%,6,20%,100%,11,57.1%,83.3%,6,20%,-40%,12,5,-48,102.9%,1.2%,-6.4%
"San Jose, CA - Clayton North",November 2012,$710K,13.6%,49.5%,5,-16.7%,66.7%,11,0%,57.1%,5,-16.7%,-50%,48,36,-73,98%,-5%,-3.1%
"San Jose, CA - Clayton North",December 2012,$648K,-8.8%,34.9%,8,60%,33.3%,10,-9.1%,42.9%,5,0%,-28.6%,19,-29,-72,103.9%,5.9%,4%
"San Jose, CA - Clayton North",January 2013,$529K,-18.4%,-29.2%,11,37.5%,83.3%,5,-50%,-44.4%,2,-60%,-75%,17,-2,-45,105.9%,2%,6%
"San Jose, CA - Clayton North",February 2013,$548K,3.7%,-19.4%,10,-9.1%,42.9%,2,-60%,-80%,2,0%,-77.8%,16,-2,-29,107.8%,1.9%,7.4%
"San Jose, CA - Clayton North",March 2013,$568K,3.6%,1.3%,7,-30%,0%,5,150%,-54.5%,5,150%,-37.5%,17,2,-15,105.2%,-2.5%,5.5%
"San Jose, CA - Clayton North",April 2013,$785K,38.3%,53.9%,3,-57.1%,-62.5%,5,0%,-16.7%,4,-20%,-20%,15,-2,-12,98.1%,-7.1%,-0.7%
"San Jose, CA - Clayton North",May 2013,$823K,4.8%,78.9%,2,-33.3%,-77.8%,11,120%,175%,6,50%,50%,20,5,-115,98.1%,0%,0.5%
"San Jose, CA - Clayton North",June 2013,$823K,0%,59.2%,2,0%,-75%,8,-27.3%,14.3%,5,-16.7%,-37.5%,20,0,-69,98.1%,0%,-0.1%
"San Jose, CA - Clayton North",July 2013,$861K,4.6%,64.2%,5,150%,-16.7%,8,0%,-11.1%,6,20%,20%,25,5,-64,96.6%,-1.5%,-1.2%
"San Jose, CA - Clayton North",August 2013,$813K,-5.6%,43.8%,4,-20%,-42.9%,4,-50%,-63.6%,8,33.3%,60%,46,21,39,96.3%,-0.3%,-4.8%
"San Jose, CA - Clayton North",September 2013,$680K,-16.3%,20.4%,5,25%,0%,4,0%,-42.9%,5,-37.5%,0%,69,24,62,97.6%,1.3%,-4.1%
"San Jose, CA - Clayton North",October 2013,$785K,15.4%,25.6%,3,-40%,-50%,5,25%,-54.5%,4,-20%,-33.3%,96,27,84,100%,2.4%,-2.9%
"San Jose, CA - Clayton North",November 2013,$715K,-8.9%,0.7%,4,33.3%,-20%,5,0%,-54.5%,4,0%,-20%,72,-24,24,99.8%,-0.1%,1.9%
"San Jose, CA - Clayton North",December 2013,$770K,7.7%,18.9%,5,25%,-37.5%,6,20%,-40%,4,0%,-20%,48,-24,29,99.4%,-0.4%,-4.4%
"San Jose, CA - Clayton North",January 2014,$646K,-16.2%,22.1%,5,0%,-54.5%,6,0%,20%,6,50%,200%,30,-18,13,96.2%,-3.2%,-9.6%
"San Jose, CA - Clayton North",February 2014,$645K,-0.1%,17.7%,4,-20%,-60%,5,-16.7%,150%,1,-83.3%,-50%,104,74,88,95.4%,-0.8%,-12.3%
"San Jose, CA - Clayton North",March 2014,$521K,-19.2%,-8.2%,3,-25%,-57.1%,3,-40%,-40%,1,0%,-80%,170,67,153,91.9%,-3.5%,-13.3%
"San Jose, CA - Clayton North",April 2014,$940K,80.3%,19.7%,4,33.3%,33.3%,5,66.7%,0%,4,300%,0%,83,-88,68,96.9%,5%,-1.3%
"San Jose, CA - Clayton North",May 2014,$880K,-6.3%,6.9%,5,25%,150%,9,80%,-18.2%,5,25%,-16.7%,22,-61,2,98.4%,1.5%,0.3%
"San Jose, CA - Clayton North",June 2014,$880K,0%,6.9%,7,40%,250%,12,33.3%,50%,4,-20%,-20%,11,-11,-9,100.8%,2.4%,2.7%
"San Jose, CA - Clayton North",July 2014,$800K,-9.1%,-7.1%,7,0%,40%,12,0%,50%,6,50%,0%,11,0,-14,102.2%,1.4%,5.6%
"San Jose, CA - Clayton North",August 2014,$690K,-13.8%,-15.1%,10,42.9%,150%,14,16.7%,250%,11,83.3%,37.5%,15,4,-31,102.4%,0.2%,6.1%
"San Jose, CA - Clayton North",September 2014,$630K,-8.7%,-7.4%,7,-30%,40%,14,0%,250%,11,0%,120%,16,2,-53,102.3%,-0.1%,4.7%
"San Jose, CA - Clayton North",October 2014,$663K,5.2%,-15.6%,6,-14.3%,100%,12,-14.3%,140%,11,0%,175%,34,18,-63,101.7%,-0.6%,1.7%
"San Jose, CA - Clayton North",November 2014,$675K,1.9%,-5.6%,3,-50%,-25%,6,-50%,20%,10,-9.1%,150%,56,23,-16,100.6%,-1.1%,0.7%
"San Jose, CA - Clayton North",December 2014,$687K,1.8%,-10.8%,4,33.3%,-20%,3,-50%,-50%,6,-40%,50%,70,14,22,100.3%,-0.3%,0.9%
"San Jose, CA - Clayton North",January 2015,$808K,17.6%,25.2%,4,0%,-20%,5,66.7%,-16.7%,6,0%,0%,90,20,60,98.1%,-2.1%,1.9%
"San Jose, CA - Clayton North",February 2015,$822K,1.6%,27.4%,5,25%,25%,7,40%,40%,5,-16.7%,400%,96,7,-8,97%,-1.2%,1.5%
"San Jose, CA - Clayton North",March 2015,$881K,7.3%,69.1%,8,60%,166.7%,10,42.9%,233.3%,4,-20%,300%,81,-15,-89,100.4%,3.4%,8.5%
"San Jose, CA - Clayton North",April 2015,"$1,050K",19.1%,11.8%,9,12.5%,125%,9,-10%,80%,5,25%,25%,37,-44,-46,101.8%,1.4%,4.9%
"San Jose, CA - Clayton North",May 2015,"$1,016K",-3.3%,15.4%,8,-11.1%,60%,11,22.2%,22.2%,9,80%,80%,25,-13,3,102.3%,0.5%,3.9%
"San Jose, CA - Clayton North",June 2015,$985K,-3%,11.9%,5,-37.5%,-28.6%,9,-18.2%,-25%,6,-33.3%,50%,19,-6,8,98.1%,-4.2%,-2.6%
"San Jose, CA - Clayton North",July 2015,$790K,-19.8%,-1.3%,10,100%,42.9%,7,-22.2%,-41.7%,3,-50%,-50%,25,6,14,97.8%,-0.4%,-4.4%
"San Jose, CA - Clayton North",August 2015,$810K,2.5%,17.4%,10,0%,0%,5,-28.6%,-64.3%,5,66.7%,-54.5%,25,0,11,98.1%,0.3%,-4.3%
"San Jose, CA - Clayton North",September 2015,$810K,0%,28.6%,10,0%,42.9%,7,40%,-50%,6,20%,-45.5%,27,2,11,98.8%,0.7%,-3.5%
"San Jose, CA - Clayton North",October 2015,$889K,9.8%,34.2%,5,-50%,-16.7%,7,0%,-41.7%,4,-33.3%,-63.6%,40,13,7,99.2%,0.4%,-2.5%
"San Jose, CA - Clayton North",November 2015,$889K,0%,31.7%,5,0%,66.7%,6,-14.3%,0%,4,0%,-60%,40,0,-16,99.2%,0%,-1.4%
"San Jose, CA - Clayton North",December 2015,$950K,6.9%,38.3%,9,80%,125%,5,-16.7%,66.7%,3,-25%,-50%,81,41,12,103.6%,4.4%,3.3%
"San Jose, CA - Clayton North",January 2016,$842K,-11.4%,4.1%,8,-11.1%,100%,6,20%,20%,2,-33.3%,-66.7%,58,-24,-32,104.8%,1.2%,6.6%
"San Jose, CA - Clayton North",February 2016,$863K,2.6%,5.1%,9,12.5%,80%,4,-33.3%,-42.9%,1,-50%,-80%,58,1,-38,104.3%,-0.5%,7.3%
