Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"San Jose, CA - Cambrian",March 2012,$771K,,69.5%,1,,0%,1,,-66.7%,,,,328,,74,99.5%,,2.7%
"San Jose, CA - Cambrian",April 2012,$771K,0%,23.3%,1,0%,-66.7%,1,0%,-66.7%,,,,328,0,287,99.5%,0%,1.8%
"San Jose, CA - Cambrian",May 2012,$771K,0%,20.9%,1,0%,-50%,1,0%,0%,,,,328,0,303,99.5%,0%,1.3%
"San Jose, CA - Cambrian",July 2012,$801K,,,1,,,1,,,1,,,17,,,100.3%,,
"San Jose, CA - Cambrian",August 2012,$801K,0%,,1,0%,,1,0%,,1,0%,,17,0,,100.3%,0%,
"San Jose, CA - Cambrian",September 2012,$801K,0%,,1,0%,,,,,1,0%,,17,0,,100.3%,0%,
"San Jose, CA - Cambrian",November 2012,$631K,,,1,,,,,,,,,107,,,98.7%,,
"San Jose, CA - Cambrian",December 2012,$646K,2.3%,,2,100%,,1,,,,,,60,-47,,96.6%,-2.2%,
"San Jose, CA - Cambrian",January 2013,$646K,0%,,2,0%,,1,0%,,,,,60,0,,96.6%,0%,
"San Jose, CA - Cambrian",February 2013,$660K,2.2%,,1,-50%,,1,0%,,,,,13,-47,,94.4%,-2.2%,
"San Jose, CA - Cambrian",March 2013,$780K,18.2%,1.2%,1,0%,0%,1,0%,0%,,,,8,-5,-320,104.1%,9.7%,4.7%
"San Jose, CA - Cambrian",April 2013,$780K,0%,1.2%,1,0%,0%,1,0%,0%,,,,8,0,-320,104.1%,0%,4.7%
"San Jose, CA - Cambrian",May 2013,$780K,0%,1.2%,1,0%,0%,2,100%,100%,,,,8,0,-320,104.1%,0%,4.7%
"San Jose, CA - Cambrian",June 2013,$750K,-3.8%,,1,0%,,1,-50%,,,,,17,9,,102.8%,-1.4%,
"San Jose, CA - Cambrian",July 2013,$750K,0%,-6.4%,1,0%,0%,1,0%,0%,,,,17,0,0,102.8%,0%,2.5%
"San Jose, CA - Cambrian",August 2013,$750K,0%,-6.4%,1,0%,0%,,,,,,,17,0,0,102.8%,0%,2.5%
"San Jose, CA - Cambrian",July 2014,$785K,,4.7%,2,,100%,3,,200%,1,,,12,,-5,101.3%,,-1.4%
"San Jose, CA - Cambrian",August 2014,$785K,0%,4.7%,2,0%,100%,3,0%,,1,0%,,12,0,-5,101.3%,0%,-1.4%
"San Jose, CA - Cambrian",September 2014,$785K,0%,,2,0%,,,,,1,0%,,12,0,,101.3%,0%,
"San Jose, CA - Cambrian",November 2014,"$1,015K",,,1,,,1,,,1,,,7,,,116%,,
"San Jose, CA - Cambrian",December 2014,"$1,015K",0%,,1,0%,,1,0%,,1,0%,,7,0,,116%,0%,
"San Jose, CA - Cambrian",January 2015,"$1,015K",0%,,1,0%,,,,,,,,7,0,,116%,0%,
"San Jose, CA - Cambrian",April 2015,"$1,300K",,,1,,,2,,,1,,,31,,,103.3%,,
"San Jose, CA - Cambrian",May 2015,"$1,300K",0%,,1,0%,,1,-50%,,,,,31,0,,103.3%,0%,
"San Jose, CA - Cambrian",June 2015,"$1,173K",-9.8%,,2,100%,,1,0%,,,,,29,-2,,99.2%,-4%,
"San Jose, CA - Cambrian",July 2015,"$1,045K",-10.9%,33.1%,1,-50%,-50%,1,0%,-66.7%,1,,0%,27,-2,15,95.2%,-4%,-6.2%
"San Jose, CA - Cambrian",August 2015,"$1,045K",0%,33.1%,1,0%,-50%,1,0%,-66.7%,1,0%,0%,27,0,15,95.2%,0%,-6.2%
"San Jose, CA - Cambrian",October 2015,"$1,073K",,,1,,,,,,,,,63,,,98.5%,,
"San Jose, CA - Cambrian",November 2015,"$1,073K",0%,5.7%,1,0%,0%,1,,0%,1,,0%,63,0,56,98.5%,0%,-17.5%
"San Jose, CA - Cambrian",December 2015,"$1,073K",0%,5.7%,1,0%,0%,1,0%,0%,1,0%,0%,63,0,56,98.5%,0%,-17.5%
"San Jose, CA - Cambrian",January 2016,"$1,025K",-4.5%,1%,1,0%,0%,1,0%,,,,,64,1,57,97.6%,-0.9%,-18.4%
"San Jose, CA - Cambrian",February 2016,"$1,025K",0%,,1,0%,,,,,,,,64,0,,97.6%,0%,
"San Jose, CA - Cambrian",March 2016,"$1,025K",0%,,1,0%,,,,,,,,64,0,,97.6%,0%,
"San Jose, CA - Cambrian",June 2016,"$1,056K",,-9.9%,1,,-50%,1,,0%,,,,57,,28,96.1%,,-3.1%
"San Jose, CA - Cambrian",July 2016,"$1,056K",0%,1.1%,1,0%,0%,,,,,,,57,0,30,96.1%,0%,0.9%
"San Jose, CA - Cambrian",August 2016,"$1,056K",0%,1.1%,1,0%,0%,,,,,,,57,0,30,96.1%,0%,0.9%
"San Jose, CA - Cambrian-Pioneer",January 2012,$638K,-1.9%,5%,6,20%,-14.3%,1,-85.7%,-90%,4,-20%,-63.6%,21,2,-24,98%,-1.7%,-1.5%
"San Jose, CA - Cambrian-Pioneer",February 2012,$643K,0.8%,12.8%,6,0%,-25%,,,,1,-75%,-90.9%,22,1,-3,97.3%,-0.7%,-1.4%
"San Jose, CA - Cambrian-Pioneer",March 2012,$693K,7.8%,24.9%,5,-16.7%,-50%,1,,-87.5%,1,0%,-85.7%,152,130,135,95.5%,-1.8%,-4.1%
"San Jose, CA - Cambrian-Pioneer",April 2012,$693K,0%,20.5%,4,-20%,-55.6%,1,0%,-87.5%,1,0%,-88.9%,167,15,151,97%,1.5%,-1.5%
"San Jose, CA - Cambrian-Pioneer",May 2012,$693K,0%,20.5%,3,-25%,-62.5%,1,0%,-80%,1,0%,-88.9%,313,146,285,96%,-1%,-1.5%
"San Jose, CA - Cambrian-Pioneer",June 2012,$876K,26.4%,51%,1,-66.7%,-85.7%,1,0%,-80%,,,,11,-302,-23,103.1%,7.1%,6.1%
"San Jose, CA - Cambrian-Pioneer",July 2012,$876K,0%,52.9%,1,0%,-87.5%,4,300%,0%,1,,-80%,11,0,-183,103.1%,0%,6%
"San Jose, CA - Cambrian-Pioneer",August 2012,$876K,0%,50.5%,1,0%,-85.7%,4,0%,-20%,1,0%,-83.3%,11,0,-83,103.1%,0%,4%
"San Jose, CA - Cambrian-Pioneer",September 2012,$632K,-27.9%,-10.5%,1,0%,-83.3%,4,0%,-33.3%,2,100%,-66.7%,2,-9,-43,100.2%,-2.8%,0.4%
"San Jose, CA - Cambrian-Pioneer",October 2012,$632K,0%,-18.7%,3,200%,-25%,4,0%,-60%,1,-50%,-90%,7,5,-13,102%,1.8%,0.7%
"San Jose, CA - Cambrian-Pioneer",November 2012,$669K,5.8%,-7.1%,5,66.7%,150%,8,100%,0%,3,200%,-57.1%,13,6,-19,102.3%,0.3%,-1.7%
"San Jose, CA - Cambrian-Pioneer",December 2012,$669K,0%,2.9%,7,40%,40%,8,0%,14.3%,1,-66.7%,-80%,19,6,-1,100.3%,-2%,0.6%
"San Jose, CA - Cambrian-Pioneer",January 2013,$685K,2.4%,7.5%,7,0%,16.7%,7,-12.5%,600%,3,200%,-25%,23,5,2,99.2%,-1.1%,1.2%
"San Jose, CA - Cambrian-Pioneer",February 2013,$795K,16.1%,23.7%,8,14.3%,33.3%,4,-42.9%,,1,-66.7%,0%,30,7,8,98.9%,-0.2%,1.6%
"San Jose, CA - Cambrian-Pioneer",March 2013,$818K,2.9%,18%,7,-12.5%,40%,5,25%,400%,2,100%,100%,23,-7,-129,102.6%,3.7%,7.1%
"San Jose, CA - Cambrian-Pioneer",April 2013,$857K,4.8%,23.7%,6,-14.3%,50%,4,-20%,300%,1,-50%,0%,22,-2,-146,104.4%,1.8%,7.4%
"San Jose, CA - Cambrian-Pioneer",May 2013,$860K,0.4%,24.1%,5,-16.7%,66.7%,4,0%,300%,1,0%,0%,18,-4,-295,104.6%,0.2%,8.6%
"San Jose, CA - Cambrian-Pioneer",June 2013,$894K,3.9%,2%,4,-20%,300%,4,0%,300%,2,100%,,13,-5,2,101%,-3.6%,-2.1%
"San Jose, CA - Cambrian-Pioneer",July 2013,$902K,1%,3%,4,0%,300%,5,25%,25%,2,0%,100%,13,0,2,100.7%,-0.3%,-2.4%
"San Jose, CA - Cambrian-Pioneer",August 2013,$858K,-4.9%,-2%,4,0%,300%,8,60%,100%,6,200%,500%,13,-1,2,101.4%,0.7%,-1.6%
"San Jose, CA - Cambrian-Pioneer",September 2013,$815K,-5%,29%,4,0%,300%,13,62.5%,225%,7,16.7%,250%,17,4,15,102.6%,1.2%,2.4%
"San Jose, CA - Cambrian-Pioneer",October 2013,$770K,-5.5%,21.8%,6,50%,100%,12,-7.7%,200%,4,-42.9%,300%,17,0,10,99.9%,-2.7%,-2.1%
"San Jose, CA - Cambrian-Pioneer",November 2013,$790K,2.6%,18.1%,7,16.7%,40%,8,-33.3%,0%,3,-25%,0%,16,-1,3,98.5%,-1.4%,-3.8%
"San Jose, CA - Cambrian-Pioneer",December 2013,$803K,1.6%,20%,7,0%,0%,2,-75%,-75%,1,-66.7%,0%,16,0,-3,98.1%,-0.4%,-2.2%
"San Jose, CA - Cambrian-Pioneer",January 2014,$869K,8.3%,26.9%,6,-14.3%,-14.3%,1,-50%,-85.7%,1,0%,-66.7%,22,6,-2,99.3%,1.2%,0.1%
"San Jose, CA - Cambrian-Pioneer",February 2014,$920K,5.9%,15.7%,3,-50%,-62.5%,6,500%,50%,3,200%,200%,24,3,-6,101%,1.7%,2%
"San Jose, CA - Cambrian-Pioneer",March 2014,$910K,-1.1%,11.2%,3,0%,-57.1%,5,-16.7%,0%,1,-66.7%,-50%,24,0,1,100.5%,-0.5%,-2.1%
"San Jose, CA - Cambrian-Pioneer",April 2014,$935K,2.7%,9.1%,5,66.7%,-16.7%,5,0%,25%,1,0%,0%,10,-14,-12,103.7%,3.2%,-0.7%
"San Jose, CA - Cambrian-Pioneer",May 2014,$935K,0%,8.7%,5,0%,0%,2,-60%,-50%,3,200%,200%,10,0,-8,103.7%,0%,-0.9%
"San Jose, CA - Cambrian-Pioneer",June 2014,$990K,5.9%,10.8%,5,0%,25%,4,100%,0%,3,0%,50%,10,0,-3,103.7%,0%,2.7%
"San Jose, CA - Cambrian-Pioneer",July 2014,"$1,020K",3%,13.1%,3,-40%,-25%,8,100%,60%,5,66.7%,150%,10,0,-3,105.9%,2.2%,5.2%
"San Jose, CA - Cambrian-Pioneer",August 2014,$960K,-5.9%,11.9%,4,33.3%,0%,7,-12.5%,-12.5%,2,-60%,-66.7%,17,7,4,104.4%,-1.5%,3%
"San Jose, CA - Cambrian-Pioneer",September 2014,$978K,1.8%,19.9%,6,50%,50%,9,28.6%,-30.8%,5,150%,-28.6%,15,-2,-2,104.4%,0%,1.8%
"San Jose, CA - Cambrian-Pioneer",October 2014,"$1,055K",7.9%,37%,7,16.7%,16.7%,8,-11.1%,-33.3%,4,-20%,0%,14,-1,-3,105.1%,0.7%,5.2%
"San Jose, CA - Cambrian-Pioneer",November 2014,"$1,036K",-1.8%,31.1%,8,14.3%,14.3%,9,12.5%,12.5%,2,-50%,-33.3%,13,-2,-4,106.5%,1.4%,7.9%
"San Jose, CA - Cambrian-Pioneer",December 2014,"$1,013K",-2.2%,26.2%,8,0%,14.3%,5,-44.4%,150%,1,-50%,0%,14,1,-3,105.8%,-0.6%,7.8%
"San Jose, CA - Cambrian-Pioneer",January 2015,$988K,-2.5%,13.6%,6,-25%,0%,3,-40%,200%,,,,22,8,0,103.6%,-2.3%,4.3%
"San Jose, CA - Cambrian-Pioneer",February 2015,"$1,040K",5.3%,13%,6,0%,100%,1,-66.7%,-83.3%,,,,22,0,-3,99.9%,-3.7%,-1.1%
"San Jose, CA - Cambrian-Pioneer",March 2015,"$1,080K",3.8%,18.7%,3,-50%,0%,4,300%,-20%,2,,100%,51,30,27,99%,-0.9%,-1.5%
"San Jose, CA - Cambrian-Pioneer",April 2015,"$1,178K",9.1%,26%,3,0%,-40%,5,25%,0%,3,50%,200%,11,-40,1,102.2%,3.2%,-1.5%
"San Jose, CA - Cambrian-Pioneer",May 2015,"$1,398K",18.6%,49.5%,2,-33.3%,-60%,8,60%,300%,3,0%,0%,11,0,1,107.9%,5.7%,4.2%
"San Jose, CA - Cambrian-Pioneer",June 2015,"$1,335K",-4.5%,34.8%,3,50%,-40%,7,-12.5%,75%,2,-33.3%,-33.3%,20,9,10,105.3%,-2.6%,1.6%
"San Jose, CA - Cambrian-Pioneer",July 2015,"$1,203K",-9.9%,17.9%,6,100%,100%,8,14.3%,0%,4,100%,-20%,29,9,19,104.2%,-1.1%,-1.7%
"San Jose, CA - Cambrian-Pioneer",August 2015,"$1,195K",-0.6%,24.5%,6,0%,50%,6,-25%,-14.3%,2,-50%,0%,29,0,13,106.6%,2.4%,2.2%
"San Jose, CA - Cambrian-Pioneer",September 2015,"$1,190K",-0.4%,21.7%,5,-16.7%,-16.7%,5,-16.7%,-44.4%,2,0%,-60%,29,0,14,107.9%,1.3%,3.5%
"San Jose, CA - Cambrian-Pioneer",October 2015,"$1,165K",-2.1%,10.4%,3,-40%,-57.1%,4,-20%,-50%,2,0%,-50%,8,-21,-6,104.2%,-3.7%,-0.9%
"San Jose, CA - Cambrian-Pioneer",November 2015,"$1,450K",24.5%,40%,3,0%,-62.5%,4,0%,-55.6%,2,0%,0%,13,5,1,97.5%,-6.7%,-8.9%
"San Jose, CA - Cambrian-Pioneer",December 2015,"$1,308K",-9.8%,29.1%,4,33.3%,-50%,4,0%,-20%,1,-50%,0%,10,-3,-4,99.1%,1.5%,-6.8%
"San Jose, CA - Cambrian-Pioneer",January 2016,"$1,190K",-9%,20.5%,2,-50%,-66.7%,5,25%,66.7%,3,200%,,10,0,-12,100.5%,1.4%,-3.1%
"San Jose, CA - Cambrian-Pioneer",February 2016,"$1,210K",1.7%,16.3%,2,0%,-66.7%,4,-20%,300%,2,-33.3%,,32,22,10,101.8%,1.3%,1.9%
"San Jose, CA - Cambrian-Pioneer",March 2016,"$1,320K",9.1%,22.2%,3,50%,0%,5,25%,25%,2,0%,0%,39,8,-12,95.3%,-6.5%,-3.7%
"San Jose, CA - Cambrian-Pioneer",April 2016,"$1,353K",2.5%,14.8%,4,33.3%,33.3%,4,-20%,-20%,3,50%,0%,39,0,28,96.5%,1.2%,-5.7%
"San Jose, CA - Cambrian-Pioneer",May 2016,"$1,285K",-5%,-8.1%,4,0%,100%,6,50%,-25%,4,33.3%,33.3%,21,-18,10,99.9%,3.4%,-8%
"San Jose, CA - Cambrian-Pioneer",June 2016,"$1,318K",2.5%,-1.3%,2,-50%,-33.3%,7,16.7%,0%,5,25%,150%,10,-11,-10,106.8%,6.9%,1.5%
"San Jose, CA - Cambrian-Pioneer",July 2016,"$1,340K",1.7%,11.4%,3,50%,-50%,5,-28.6%,-37.5%,2,-60%,-50%,33,23,4,103.6%,-3.2%,-0.6%
"San Jose, CA - Cambrian-Pioneer",August 2016,"$1,154K",-13.9%,-3.4%,5,66.7%,-16.7%,4,-20%,-33.3%,,,,40,7,11,99.6%,-4%,-7%
"San Jose, CA - Cambrian-Pioneer",September 2016,"$1,247K",8.1%,4.8%,6,20%,20%,1,-75%,-80%,,,,37,-4,8,99.6%,0.1%,-8.2%
"San Jose, CA - Cambrian-Pioneer",October 2016,"$1,121K",-10.1%,-3.8%,4,-33.3%,33.3%,1,0%,-75%,,,,31,-6,23,100.2%,0.5%,-4%
"San Jose, CA - Cambrian-Pioneer",November 2016,"$1,292K",15.3%,-10.9%,2,-50%,-33.3%,2,100%,-50%,,,,5,-26,-8,104%,3.8%,6.5%
"San Jose, CA - Cambrian-Pioneer",December 2016,"$1,129K",-12.6%,-13.7%,2,0%,-50%,2,0%,-50%,,,,10,5,0,107.6%,3.6%,8.5%
"San Jose, CA - Carlton",April 2014,"$1,049K",,,1,,,1,,,,,,10,,,116.7%,,
"San Jose, CA - Carlton",May 2014,"$1,049K",0%,,1,0%,,,,,,,,10,0,,116.7%,0%,
"San Jose, CA - Carlton",June 2014,"$1,049K",0%,,1,0%,,,,,,,,10,0,,116.7%,0%,
"San Jose, CA - Carlton",October 2014,"$1,302K",,,1,,,1,,,,,,6,,,108.9%,,
"San Jose, CA - Carlton",November 2014,"$1,302K",0%,,1,0%,,1,0%,,,,,6,0,,108.9%,0%,
"San Jose, CA - Carlton",December 2014,"$1,302K",0%,,1,0%,,,,,,,,6,0,,108.9%,0%,
"San Jose, CA - Central San Jose",January 2012,$380K,-2.8%,23.8%,25,8.7%,4.2%,25,-7.4%,0%,22,-8.3%,-45%,107,43,52,96.5%,-2.4%,1.7%
"San Jose, CA - Central San Jose",February 2012,$380K,0%,5.8%,23,-8%,-11.5%,23,-8%,-32.4%,16,-27.3%,-61.9%,115,8,87,97.1%,0.5%,-2.4%
"San Jose, CA - Central San Jose",March 2012,$385K,1.3%,7.5%,21,-8.7%,-27.6%,18,-21.7%,-53.8%,14,-12.5%,-64.1%,45,-70,7,97.9%,0.9%,-1.3%
"San Jose, CA - Central San Jose",April 2012,$381K,-1.2%,6.3%,18,-14.3%,-37.9%,19,5.6%,-52.5%,14,0%,-67.4%,45,0,1,97.5%,-0.4%,-2%
"San Jose, CA - Central San Jose",May 2012,$410K,7.8%,18.8%,17,-5.6%,-26.1%,24,26.3%,-31.4%,15,7.1%,-60.5%,34,-12,-23,99.9%,2.4%,2.9%
"San Jose, CA - Central San Jose",June 2012,$449K,9.5%,19.7%,15,-11.8%,-21.1%,22,-8.3%,-26.7%,11,-26.7%,-70.3%,15,-19,-69,99.7%,-0.2%,4%
"San Jose, CA - Central San Jose",July 2012,$460K,2.4%,24.3%,17,13.3%,-19%,22,0%,-24.1%,12,9.1%,-69.2%,13,-2,-49,100.5%,0.8%,2.6%
"San Jose, CA - Central San Jose",August 2012,$460K,0%,27.6%,18,5.9%,-18.2%,20,-9.1%,-31%,13,8.3%,-63.9%,13,-1,-54,102.1%,1.5%,5.6%
"San Jose, CA - Central San Jose",September 2012,$450K,-2.2%,25%,13,-27.8%,-43.5%,28,40%,-12.5%,18,38.5%,-35.7%,13,1,-49,100.7%,-1.4%,3.1%
"San Jose, CA - Central San Jose",October 2012,$460K,2.2%,19.3%,14,7.7%,-30%,34,21.4%,21.4%,20,11.1%,-23.1%,9,-4,-7,99%,-1.7%,0.4%
"San Jose, CA - Central San Jose",November 2012,$499K,8.5%,27.6%,19,35.7%,0%,30,-11.8%,15.4%,13,-35%,-48%,15,6,-49,99%,0%,1.6%
"San Jose, CA - Central San Jose",December 2012,$472K,-5.4%,20.7%,26,36.8%,13%,25,-16.7%,-7.4%,8,-38.5%,-66.7%,15,0,-49,99.7%,0.7%,0.9%
"San Jose, CA - Central San Jose",January 2013,$520K,10.2%,36.8%,24,-7.7%,-4%,19,-24%,-24%,12,50%,-45.5%,23,8,-84,100.8%,1%,4.3%
"San Jose, CA - Central San Jose",February 2013,$525K,1%,38.2%,23,-4.2%,0%,23,21.1%,0%,11,-8.3%,-31.3%,19,-5,-96,103.9%,3.1%,6.8%
"San Jose, CA - Central San Jose",March 2013,$540K,2.9%,40.3%,18,-21.7%,-14.3%,29,26.1%,61.1%,17,54.5%,21.4%,17,-2,-28,106.8%,2.9%,8.9%
"San Jose, CA - Central San Jose",April 2013,$550K,1.9%,44.5%,19,5.6%,5.6%,42,44.8%,121.1%,26,52.9%,85.7%,14,-3,-31,106.5%,-0.3%,9%
"San Jose, CA - Central San Jose",May 2013,$600K,9.1%,46.3%,20,5.3%,17.6%,49,16.7%,104.2%,25,-3.8%,66.7%,14,-1,-20,102.9%,-3.6%,2.9%
"San Jose, CA - Central San Jose",June 2013,$600K,0%,33.6%,24,20%,60%,45,-8.2%,104.5%,27,8%,145.5%,16,3,1,100.8%,-2.1%,1.1%
"San Jose, CA - Central San Jose",July 2013,$600K,0%,30.4%,24,0%,41.2%,44,-2.2%,100%,35,29.6%,191.7%,22,6,9,100.8%,0%,0.2%
"San Jose, CA - Central San Jose",August 2013,$548K,-8.8%,19%,24,0%,33.3%,40,-9.1%,100%,29,-17.1%,123.1%,19,-4,6,100.8%,0%,-1.3%
"San Jose, CA - Central San Jose",September 2013,$553K,1%,22.9%,27,12.5%,107.7%,39,-2.5%,39.3%,31,6.9%,72.2%,13,-6,0,103.2%,2.5%,2.6%
"San Jose, CA - Central San Jose",October 2013,$535K,-3.3%,16.3%,25,-7.4%,78.6%,23,-41%,-32.4%,25,-19.4%,25%,14,1,5,102.1%,-1.1%,3.1%
"San Jose, CA - Central San Jose",November 2013,$530K,-0.9%,6.2%,19,-24%,0%,16,-30.4%,-46.7%,20,-20%,53.8%,44,30,29,100.9%,-1.2%,1.9%
"San Jose, CA - Central San Jose",December 2013,$531K,0.2%,12.5%,18,-5.3%,-30.8%,16,0%,-36%,13,-35%,62.5%,101,57,86,95.1%,-5.8%,-4.6%
"San Jose, CA - Central San Jose",January 2014,$596K,12.2%,14.6%,21,16.7%,-12.5%,25,56.3%,31.6%,16,23.1%,33.3%,76,-25,53,98.5%,3.4%,-2.3%
"San Jose, CA - Central San Jose",February 2014,$606K,1.7%,15.4%,26,23.8%,13%,28,12%,21.7%,17,6.3%,54.5%,30,-46,12,98.4%,-0.1%,-5.4%
"San Jose, CA - Central San Jose",March 2014,$580K,-4.3%,7.4%,21,-19.2%,16.7%,29,3.6%,0%,15,-11.8%,-11.8%,22,-8,5,99.5%,1%,-7.3%
"San Jose, CA - Central San Jose",April 2014,$590K,1.7%,7.3%,19,-9.5%,0%,24,-17.2%,-42.9%,19,26.7%,-26.9%,14,-8,0,99.7%,0.2%,-6.8%
"San Jose, CA - Central San Jose",May 2014,$683K,15.7%,13.8%,20,5.3%,0%,26,8.3%,-46.9%,17,-10.5%,-32%,15,1,1,101.6%,1.9%,-1.2%
"San Jose, CA - Central San Jose",June 2014,$695K,1.8%,15.8%,22,10%,-8.3%,29,11.5%,-35.6%,23,35.3%,-14.8%,16,2,0,100.6%,-1%,-0.2%
"San Jose, CA - Central San Jose",July 2014,$675K,-2.9%,12.5%,23,4.5%,-4.2%,36,24.1%,-18.2%,31,34.8%,-11.4%,17,1,-5,99.2%,-1.4%,-1.5%
"San Jose, CA - Central San Jose",August 2014,$630K,-6.7%,15.1%,15,-34.8%,-37.5%,35,-2.8%,-12.5%,34,9.7%,17.2%,17,0,-2,98.9%,-0.4%,-1.9%
"San Jose, CA - Central San Jose",September 2014,$663K,5.2%,19.8%,14,-6.7%,-48.1%,33,-5.7%,-15.4%,37,8.8%,19.4%,15,-2,2,100.7%,1.9%,-2.5%
"San Jose, CA - Central San Jose",October 2014,$663K,0.1%,23.9%,15,7.1%,-40%,26,-21.2%,13%,31,-16.2%,24%,25,10,11,99.8%,-0.9%,-2.3%
"San Jose, CA - Central San Jose",November 2014,$680K,2.6%,28.3%,15,0%,-21.1%,24,-7.7%,50%,29,-6.5%,45%,57,32,13,97.9%,-1.9%,-3%
"San Jose, CA - Central San Jose",December 2014,$710K,4.4%,33.7%,19,26.7%,5.6%,21,-12.5%,31.3%,22,-24.1%,69.2%,91,34,-11,99.9%,2.1%,4.8%
"San Jose, CA - Central San Jose",January 2015,$680K,-4.2%,14.1%,21,10.5%,0%,20,-4.8%,-20%,18,-18.2%,12.5%,79,-12,3,99.7%,-0.2%,1.2%
"San Jose, CA - Central San Jose",February 2015,$679K,-0.2%,12%,26,23.8%,0%,21,5%,-25%,16,-11.1%,-5.9%,57,-22,27,100.3%,0.6%,1.9%
"San Jose, CA - Central San Jose",March 2015,$608K,-10.5%,4.7%,24,-7.7%,14.3%,19,-9.5%,-34.5%,13,-18.8%,-13.3%,40,-17,18,100%,-0.4%,0.5%
"San Jose, CA - Central San Jose",April 2015,$730K,20.2%,23.7%,23,-4.2%,21.1%,22,15.8%,-8.3%,12,-7.7%,-36.8%,18,-22,4,102.3%,2.4%,2.6%
"San Jose, CA - Central San Jose",May 2015,$785K,7.5%,15%,22,-4.3%,10%,23,4.5%,-11.5%,14,16.7%,-17.6%,25,7,11,102.4%,0.1%,0.8%
"San Jose, CA - Central San Jose",June 2015,$780K,-0.6%,12.2%,23,4.5%,4.5%,34,47.8%,17.2%,18,28.6%,-21.7%,18,-7,2,101.2%,-1.2%,0.7%
"San Jose, CA - Central San Jose",July 2015,$755K,-3.2%,11.9%,22,-4.3%,-4.3%,34,0%,-5.6%,15,-16.7%,-51.6%,18,0,1,101.3%,0.1%,2.1%
"San Jose, CA - Central San Jose",August 2015,$705K,-6.6%,11.9%,22,0%,46.7%,33,-2.9%,-5.7%,18,20%,-47.1%,17,-1,0,100%,-1.3%,1.1%
"San Jose, CA - Central San Jose",September 2015,$700K,-0.7%,5.7%,17,-22.7%,21.4%,26,-21.2%,-21.2%,15,-16.7%,-59.5%,24,7,9,99.3%,-0.7%,-1.4%
"San Jose, CA - Central San Jose",October 2015,$713K,1.8%,7.5%,17,0%,13.3%,21,-19.2%,-19.2%,16,6.7%,-48.4%,19,-5,-6,98.3%,-1%,-1.5%
"San Jose, CA - Central San Jose",November 2015,$720K,1.1%,5.9%,19,11.8%,26.7%,20,-4.8%,-16.7%,16,0%,-44.8%,28,9,-29,99.3%,1%,1.4%
"San Jose, CA - Central San Jose",December 2015,$825K,14.6%,16.2%,21,10.5%,10.5%,11,-45%,-47.6%,11,-31.3%,-50%,28,0,-63,99.3%,-0.1%,-0.7%
"San Jose, CA - Central San Jose",January 2016,$802K,-2.8%,17.9%,17,-19%,-19%,15,36.4%,-25%,13,18.2%,-27.8%,41,13,-38,99.3%,0%,-0.4%
"San Jose, CA - Central San Jose",February 2016,$826K,3%,21.7%,10,-41.2%,-61.5%,13,-13.3%,-38.1%,13,0%,-18.8%,39,-3,-19,99.1%,-0.2%,-1.3%
"San Jose, CA - Central San Jose",March 2016,$680K,-17.7%,11.9%,13,30%,-45.8%,20,53.8%,5.3%,10,-23.1%,-23.1%,41,3,1,101.4%,2.3%,1.4%
"San Jose, CA - Central San Jose",April 2016,$690K,1.5%,-5.5%,14,7.7%,-39.1%,23,15%,4.5%,15,50%,25%,31,-10,13,102.8%,1.5%,0.5%
"San Jose, CA - Central San Jose",May 2016,$723K,4.7%,-8%,16,14.3%,-27.3%,30,30.4%,30.4%,20,33.3%,42.9%,21,-10,-4,103.2%,0.3%,0.7%
"San Jose, CA - Central San Jose",June 2016,$823K,13.8%,5.4%,13,-18.8%,-43.5%,29,-3.3%,-14.7%,20,0%,11.1%,9,-12,-9,104.9%,1.7%,3.6%
"San Jose, CA - Central San Jose",July 2016,$878K,6.7%,16.2%,10,-23.1%,-54.5%,24,-17.2%,-29.4%,16,-20%,6.7%,9,0,-9,104.5%,-0.4%,3.1%
"San Jose, CA - Central San Jose",August 2016,$860K,-2%,22%,16,60%,-27.3%,16,-33.3%,-51.5%,11,-31.3%,-38.9%,20,11,3,104.3%,-0.2%,4.3%
"San Jose, CA - Central San Jose",September 2016,$780K,-9.3%,11.4%,15,-6.3%,-11.8%,13,-18.8%,-50%,10,-9.1%,-33.3%,34,14,10,103.2%,-1.1%,3.9%
"San Jose, CA - Central San Jose",October 2016,$775K,-0.6%,8.8%,18,20%,5.9%,17,30.8%,-19%,14,40%,-12.5%,48,15,29,103.3%,0.2%,5%
"San Jose, CA - Central San Jose",November 2016,$743K,-4.2%,3.1%,10,-44.4%,-47.4%,19,11.8%,-5%,16,14.3%,0%,25,-24,-4,103.9%,0.6%,4.6%
"San Jose, CA - Central San Jose",December 2016,$700K,-5.7%,-15.2%,19,90%,-9.5%,17,-10.5%,54.5%,6,-62.5%,-45.5%,46,22,18,100.8%,-3.1%,1.5%
